time, Ch1, Ch2, Rm, I=Ch2/1000, V=Ch1-Ch2
-1.52000e-06, 0.480000, 0.180000, 1666.67, 0.000180000, 0.300000
-1.48000e-06, 0.800000, 0.300000, 1666.67, 0.000300000, 0.500000
-1.44000e-06, 1.04000, 0.340000, 2058.82, 0.000340000, 0.700000
-1.40000e-06, 1.28000, 0.460000, 1782.61, 0.000460000, 0.820000
-1.36000e-06, 1.52000, 0.580000, 1620.69, 0.000580000, 0.940000
-1.32000e-06, 1.84000, 0.580000, 2172.41, 0.000580000, 1.26000
-1.28000e-06, 1.92000, 0.900000, 1133.33, 0.000900000, 1.02000
-1.24000e-06, 2.16000, 0.860000, 1511.63, 0.000860000, 1.30000
-1.20000e-06, 2.48000, 0.980000, 1530.61, 0.000980000, 1.50000
-1.16000e-06, 2.56000, 1.22000, 1098.36, 0.00122000, 1.34000
-1.12000e-06, 2.88000, 1.18000, 1440.68, 0.00118000, 1.70000
-1.08000e-06, 3.28000, 1.38000, 1376.81, 0.00138000, 1.90000
-1.04000e-06, 3.60000, 1.50000, 1400.00, 0.00150000, 2.10000
-1.00000e-06, 3.68000, 1.54000, 1389.61, 0.00154000, 2.14000
-9.60000e-07, 4.08000, 1.82000, 1241.76, 0.00182000, 2.26000
-9.20000e-07, 4.08000, 1.94000, 1103.09, 0.00194000, 2.14000
-8.80000e-07, 4.40000, 1.98000, 1222.22, 0.00198000, 2.42000
-8.40000e-07, 4.64000, 2.18000, 1128.44, 0.00218000, 2.46000
-8.00000e-07, 4.96000, 2.18000, 1275.23, 0.00218000, 2.78000
-7.60000e-07, 5.28000, 2.38000, 1218.49, 0.00238000, 2.90000
-7.20000e-07, 5.28000, 2.58000, 1046.51, 0.00258000, 2.70000
-6.80000e-07, 5.44000, 2.58000, 1108.53, 0.00258000, 2.86000
-6.40000e-07, 5.84000, 2.86000, 1041.96, 0.00286000, 2.98000
-6.00000e-07, 6.08000, 2.94000, 1068.03, 0.00294000, 3.14000
-5.60000e-07, 6.24000, 2.98000, 1093.96, 0.00298000, 3.26000
-5.20000e-07, 6.56000, 3.14000, 1089.17, 0.00314000, 3.42000
-4.80000e-07, 6.72000, 3.38000, 988.166, 0.00338000, 3.34000
-4.40000e-07, 6.96000, 3.38000, 1059.17, 0.00338000, 3.58000
-4.00000e-07, 7.20000, 3.58000, 1011.17, 0.00358000, 3.62000
-3.60000e-07, 7.44000, 3.66000, 1032.79, 0.00366000, 3.78000
-3.20000e-07, 7.84000, 3.78000, 1074.07, 0.00378000, 4.06000
-2.80000e-07, 8.00000, 4.02000, 990.050, 0.00402000, 3.98000
-2.40000e-07, 8.16000, 4.10000, 990.244, 0.00410000, 4.06000
-2.00000e-07, 8.56000, 4.18000, 1047.85, 0.00418000, 4.38000
-1.60000e-07, 8.80000, 4.42000, 990.950, 0.00442000, 4.38000
-1.20000e-07, 9.04000, 4.42000, 1045.25, 0.00442000, 4.62000
-8.00000e-08, 9.28000, 4.54000, 1044.05, 0.00454000, 4.74000
-4.00000e-08, 9.20000, 4.82000, 908.714, 0.00482000, 4.38000
-3.12300e-19, 9.68000, 4.78000, 1025.10, 0.00478000, 4.90000
4.00000e-08, 9.68000, 4.98000, 943.775, 0.00498000, 4.70000
8.00000e-08, 9.60000, 4.90000, 959.184, 0.00490000, 4.70000
1.20000e-07, 9.76000, 5.02000, 944.223, 0.00502000, 4.74000
1.60000e-07, 9.68000, 5.10000, 898.039, 0.00510000, 4.58000
2.00000e-07, 9.76000, 5.10000, 913.726, 0.00510000, 4.66000
2.40000e-07, 9.68000, 5.18000, 868.726, 0.00518000, 4.50000
2.80000e-07, 9.60000, 5.10000, 882.353, 0.00510000, 4.50000
3.20000e-07, 9.68000, 5.18000, 868.726, 0.00518000, 4.50000
3.60000e-07, 9.68000, 5.10000, 898.039, 0.00510000, 4.58000
4.00000e-07, 9.52000, 5.18000, 837.838, 0.00518000, 4.34000
4.40000e-07, 9.68000, 5.22000, 854.406, 0.00522000, 4.46000
4.80000e-07, 9.68000, 5.18000, 868.726, 0.00518000, 4.50000
5.20000e-07, 9.52000, 5.10000, 866.667, 0.00510000, 4.42000
5.60000e-07, 9.28000, 5.22000, 777.778, 0.00522000, 4.06000
6.00000e-07, 8.64000, 4.82000, 792.531, 0.00482000, 3.82000
6.40000e-07, 8.40000, 4.54000, 850.220, 0.00454000, 3.86000
6.80000e-07, 7.68000, 4.54000, 691.630, 0.00454000, 3.14000
7.20000e-07, 6.96000, 4.02000, 731.343, 0.00402000, 2.94000
7.60000e-07, 6.24000, 3.78000, 650.794, 0.00378000, 2.46000
8.00000e-07, 5.60000, 3.62000, 546.961, 0.00362000, 1.98000
8.40000e-07, 5.52000, 3.02000, 827.815, 0.00302000, 2.50000
8.80000e-07, 4.72000, 3.06000, 542.484, 0.00306000, 1.66000
9.20000e-07, 3.84000, 2.58000, 488.372, 0.00258000, 1.26000
9.60000e-07, 3.36000, 2.38000, 411.765, 0.00238000, 0.980000
1.00000e-06, 2.64000, 2.10000, 257.143, 0.00210000, 0.540000
1.04000e-06, 2.00000, 1.58000, 265.823, 0.00158000, 0.420000
1.08000e-06, 1.68000, 1.34000, 253.731, 0.00134000, 0.340000
1.12000e-06, 0.880000, 1.18000, -254.237, 0.00118000, -0.300000
