Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
16 51 29,191.319,191.359,0.0,0.00152529535,0.000685,2.2267085401459856,0.00152529535,0.000685,2.2267085401459856
16 51 41,191.32,191.159,0.0,0.002226625083333333,0.001,2.226625083333333,0.002226625083333333,0.001,2.226625083333333
16 51 52,191.022,190.959,0.0,0.002226645533333333,0.001,2.226645533333333,0.002226645533333333,0.001,2.226645533333333
16 52 03,191.006,190.759,0.0,0.0022268058333333334,0.001,2.2268058333333336,0.0022268058333333334,0.001,2.2268058333333336
16 52 15,190.859,190.559,0.0,0.0022268084,0.001,2.2268084,0.0022268084,0.001,2.2268084
16 52 26,190.678,190.359,0.0,0.0022268417833333333,0.001,2.226841783333333,0.0022268417833333333,0.001,2.226841783333333
16 52 37,190.614,190.159,0.0,0.002226529516666666,0.001,2.226529516666666,0.002226529516666666,0.001,2.226529516666666
16 52 48,190.017,189.959,0.0,0.00222697875,0.001,2.2269787500000002,0.00222697875,0.001,2.2269787500000002
16 52 59,190.223,189.759,0.0,0.002227122283333333,0.001,2.2271222833333333,0.002227122283333333,0.001,2.2271222833333333
16 53 10,190.614,189.559,0.0,0.0022271288333333334,0.001,2.2271288333333334,0.0022271288333333334,0.001,2.2271288333333334
16 53 21,190.458,189.359,0.0,0.0022271856000000002,0.001,2.2271856000000003,0.0022271856000000002,0.001,2.2271856000000003
16 53 32,190.511,189.159,0.0,0.0022271265,0.001,2.2271265,0.0022271265,0.001,2.2271265
16 53 43,190.789,188.959,0.0,0.002227199283333333,0.001,2.227199283333333,0.002227199283333333,0.001,2.227199283333333
16 53 54,189.874,188.759,0.0,0.0022270405833333335,0.001,2.2270405833333333,0.0022270405833333335,0.001,2.2270405833333333
16 54 05,189.418,188.559,0.0,0.002227454416666667,0.001,2.227454416666667,0.002227454416666667,0.001,2.227454416666667
16 54 16,189.166,188.359,0.0,0.0022273925999999997,0.001,2.2273925999999995,0.0022273925999999997,0.001,2.2273925999999995
16 54 27,188.919,188.159,0.0,0.0022274195833333335,0.001,2.2274195833333335,0.0022274195833333335,0.001,2.2274195833333335
16 54 38,188.913,187.959,0.0,0.0022274772333333334,0.001,2.2274772333333335,0.0022274772333333334,0.001,2.2274772333333335
16 54 49,188.699,187.759,0.0,0.0022274553333333333,0.001,2.2274553333333333,0.0022274553333333333,0.001,2.2274553333333333
16 55 00,188.607,187.559,0.0,0.002227381283333333,0.001,2.227381283333333,0.002227381283333333,0.001,2.227381283333333
16 55 11,188.657,187.359,0.0,0.0022273656,0.001,2.2273656,0.0022273656,0.001,2.2273656
16 55 22,187.874,187.159,0.0,0.0022273032333333335,0.001,2.2273032333333336,0.0022273032333333335,0.001,2.2273032333333336
16 55 33,188.425,186.959,0.0,0.0022274351,0.001,2.2274350999999997,0.0022274351,0.001,2.2274350999999997
16 55 44,187.839,186.759,0.0,0.002227441483333333,0.001,2.227441483333333,0.002227441483333333,0.001,2.227441483333333
16 55 56,188.485,186.559,0.0,0.0022274511500000004,0.001,2.2274511500000003,0.0022274511500000004,0.001,2.2274511500000003
16 56 07,187.815,186.359,0.0,0.0022275230166666667,0.001,2.2275230166666664,0.0022275230166666667,0.001,2.2275230166666664
16 56 18,188.005,186.159,0.0,0.0022273597666666667,0.001,2.2273597666666665,0.0022273597666666667,0.001,2.2273597666666665
16 56 29,187.783,185.959,0.0,0.0022274327166666667,0.001,2.2274327166666668,0.0022274327166666667,0.001,2.2274327166666668
16 56 40,187.649,185.759,0.0,0.0022272248166666665,0.001,2.2272248166666664,0.0022272248166666665,0.001,2.2272248166666664
16 56 51,187.442,185.559,0.0,0.0022269202333333334,0.001,2.2269202333333333,0.0022269202333333334,0.001,2.2269202333333333
16 57 02,187.35,185.359,0.0,0.00222695415,0.001,2.22695415,0.00222695415,0.001,2.22695415
16 57 13,187.313,185.159,0.0,0.002226774483333333,0.001,2.2267744833333327,0.002226774483333333,0.001,2.2267744833333327
16 57 24,186.809,184.959,0.0,0.0022266325666666664,0.001,2.2266325666666664,0.0022266325666666664,0.001,2.2266325666666664
16 57 35,186.823,184.759,0.0,0.0022264448833333333,0.001,2.2264448833333335,0.0022264448833333333,0.001,2.2264448833333335
16 57 46,187.046,184.559,0.0,0.0022261673000000004,0.001,2.2261673,0.0022261673000000004,0.001,2.2261673
16 57 57,186.457,184.359,0.0,0.002225900283333333,0.001,2.225900283333333,0.002225900283333333,0.001,2.225900283333333
16 58 08,186.386,184.159,0.0,0.0022255849166666667,0.001,2.2255849166666666,0.0022255849166666667,0.001,2.2255849166666666
16 58 19,186.181,183.959,0.0,0.0022253622166666666,0.001,2.2253622166666664,0.0022253622166666666,0.001,2.2253622166666664
16 58 30,185.989,183.759,0.0,0.0022250846166666665,0.001,2.2250846166666665,0.0022250846166666665,0.001,2.2250846166666665
16 58 41,185.797,183.559,0.0,0.0022247619833333336,0.001,2.2247619833333334,0.0022247619833333336,0.001,2.2247619833333334
16 58 52,185.607,183.359,0.0,0.00222426495,0.001,2.2242649500000002,0.00222426495,0.001,2.2242649500000002
16 59 03,186.208,183.159,0.0,0.0022237011833333336,0.001,2.2237011833333336,0.0022237011833333336,0.001,2.2237011833333336
16 59 14,186.118,182.959,0.0,0.0022233068666666664,0.001,2.2233068666666664,0.0022233068666666664,0.001,2.2233068666666664
16 59 25,185.813,182.759,0.0,0.0022236951666666665,0.001,2.2236951666666664,0.0022236951666666665,0.001,2.2236951666666664
16 59 36,185.655,182.559,0.0,0.002222765883333333,0.001,2.222765883333333,0.002222765883333333,0.001,2.222765883333333
16 59 47,185.392,182.359,0.0,0.002222000766666667,0.001,2.2220007666666666,0.002222000766666667,0.001,2.2220007666666666
16 59 59,185.253,182.159,0.0,0.002221688716666667,0.001,2.221688716666667,0.002221688716666667,0.001,2.221688716666667
17 00 10,184.95,181.959,0.0,0.002221213766666667,0.001,2.2212137666666667,0.002221213766666667,0.001,2.2212137666666667
17 00 22,184.766,181.759,0.0,0.0022208624666666663,0.001,2.220862466666666,0.0022208624666666663,0.001,2.220862466666666
17 00 33,184.534,181.559,0.0,0.0022203738499999995,0.001,2.2203738499999996,0.0022203738499999995,0.001,2.2203738499999996
17 00 44,183.8,181.359,0.0,0.0022199141833333332,0.001,2.219914183333333,0.0022199141833333332,0.001,2.219914183333333
17 00 55,182.904,181.159,0.0,0.0022195071,0.001,2.2195071,0.0022195071,0.001,2.2195071
17 01 06,182.759,180.959,0.0,0.0022188306166666667,0.001,2.2188306166666667,0.0022188306166666667,0.001,2.2188306166666667
17 01 17,182.689,180.759,0.0,0.00221826485,0.001,2.2182648499999997,0.00221826485,0.001,2.2182648499999997
17 01 28,181.972,180.559,0.0,0.0022174966,0.001,2.2174966,0.0022174966,0.001,2.2174966
17 01 39,182.065,180.359,0.0,0.002216807916666667,0.001,2.2168079166666668,0.002216807916666667,0.001,2.2168079166666668
17 01 50,181.621,180.159,0.0,0.002216203816666667,0.001,2.216203816666667,0.002216203816666667,0.001,2.216203816666667
17 02 01,181.436,179.959,0.0,0.0022157071666666665,0.001,2.2157071666666663,0.0022157071666666665,0.001,2.2157071666666663
17 02 13,181.526,179.759,0.0,0.0022685857333333333,0.001,2.2685857333333335,0.0022685857333333333,0.001,2.2685857333333335
17 02 24,181.698,179.559,0.0,0.0023317248,0.001,2.3317248,0.0023317248,0.001,2.3317248
17 02 35,181.472,179.359,0.0,0.0023318482833333334,0.001,2.3318482833333336,0.0023318482833333334,0.001,2.3318482833333336
17 02 46,181.127,179.159,0.0,0.0023318590499999997,0.001,2.33185905,0.0023318590499999997,0.001,2.33185905
17 02 57,180.953,178.959,0.0,0.0023315630166666663,0.001,2.3315630166666663,0.0023315630166666663,0.001,2.3315630166666663
17 03 08,180.614,178.759,0.0,0.0023313687666666667,0.001,2.3313687666666665,0.0023313687666666667,0.001,2.3313687666666665
17 03 19,180.221,178.559,0.0,0.002331440633333334,0.001,2.331440633333334,0.002331440633333334,0.001,2.331440633333334
